Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
KP886808,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29723,"Lau,S.K.P., Feng,Y., Chen,H., Luk,H.K.H., Yang,W.-H., Li,K.S.M., Zhang,Y.-Z., Huang,Y., Song,Z.-Z., Chow,W.-N., Fan,R.Y.Y., Ahmed,S., Yeung,H.C., Lam,C.S.F., Cai,J.-P., Chan,J.F.W., Yuen,K.-Y., Zhang,H.-L., Woo,P.C.Y.","",China,Rhinolophus ferrumequinum,unknown,5/23/2013,"Bat SARS-like coronavirus YNLF_31C, complete genome",Bat SARS-like,59479
HQ890526,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,10/8/2008,"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome",SARS,10090
JF292903,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29645,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,10/10/2008,"SARS coronavirus MA15 ExoN1 isolate d4ym5, complete genome",SARS,10090
HQ890535,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/17/2008,"SARS coronavirus MA15 ExoN1 isolate d2om2, complete genome",SARS,10090
JF292905,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/18/2008,"SARS coronavirus MA15 ExoN1 isolate d3om4, complete genome",SARS,10090
JF292906,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/18/2008,"SARS coronavirus MA15 ExoN1 isolate d3om5, complete genome",SARS,10090
HQ890540,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/18/2008,"SARS coronavirus MA15 ExoN1 isolate d3om2, complete genome",SARS,10090
HQ890534,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29646,"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R.","","USA: Nashville, TN",Mus musculus,unknown,9/17/2008,"SARS coronavirus MA15 ExoN1 isolate d2om1, complete genome",SARS,10090
AY572038,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29683,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Paguma larvata,feces,"","SARS coronavirus civet020, complete genome",SARS,9675
AY572035,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29518,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Paguma larvata,feces,"","SARS coronavirus civet010, complete genome",SARS,9675
AY686864,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29525,"Xu,J., Kan,B., Yan,M., Xu,Y.","","",Paradoxurus hermaphroditus,unknown,"","SARS coronavirus B039, complete genome",SARS,71117
MK211377,0.72316384180791,Coronavirus BtRs-BetaCoV/YN2018C,Betacoronavirus,Betacoronavirus,29689,"Han,Y., Wu,Z.","",China,Rhinolophus affinis,unknown,2016-09,"Coronavirus BtRs-BetaCoV/YN2018C, complete genome",Coronavirus BtRs-BetaCoV/YN2018C,59477
KY770858,0.72316384180791,Bat coronavirus,Unknown,Betacoronavirus,29688,"Lin,X.D., Wang,W., Hao,Z.Y., Wang,Z.X., Guo,W.P., Guan,X.Q., Wang,M.R., Wang,H.W., Zhou,R.H., Li,M.H., Tang,G.P., Wu,J., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Hao,Z.-Y.H., Zhang,Y.-Z.",28384506,China,Rhinolophus sinicus,unknown,2013,"Bat coronavirus isolate Anlong-103, complete genome",Bat coronavirus,89399
KY770859,0.72316384180791,Bat coronavirus,Unknown,Betacoronavirus,29667,"Lin,X.D., Wang,W., Hao,Z.Y., Wang,Z.X., Guo,W.P., Guan,X.Q., Wang,M.R., Wang,H.W., Zhou,R.H., Li,M.H., Tang,G.P., Wu,J., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Hao,Z.-Y.H., Zhang,Y.-Z.",28384506,China,Rhinolophus sinicus,unknown,2013,"Bat coronavirus isolate Anlong-112, complete genome",Bat coronavirus,89399
KJ473813,0.72316384180791,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29461,"Wu,Z., Yang,L., Ren,X., Zhang,J., Yang,F., Zhang,S., Jin,Q., He,G., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J.","26433221, 26262818",China,Rhinolophus ferrumequinum,unknown,2013,"BtRf-BetaCoV/SX2013, complete genome",SARS-like,59479
KY938558,0.711864406779661,Bat coronavirus,Unknown,Betacoronavirus,29075,"Son,K.","",South Korea: abandoned mine,Rhinolophus ferrumequinum,oronasopharynx,4/17/2016,"Bat coronavirus strain 16BO133, complete genome",Bat coronavirus,59479
KJ473811,0.711864406779661,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29037,"Wu,Z., Yang,L., Ren,X., Zhang,J., Yang,F., Zhang,S., Jin,Q., He,G., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J.","26433221, 26262818",China,Rhinolophus ferrumequinum,unknown,2012,"BtRf-BetaCoV/JL2012, complete genome",Severe acute respiratory syndrome-related coronavirus,59479
KJ473815,0.711864406779661,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29161,"Wu,Z., Yang,L., Ren,X., Zhang,J., Yang,F., Zhang,S., Jin,Q., He,G., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J.","26433221, 26262818",China,Rhinolophus sinicus,unknown,2013,"BtRs-BetaCoV/GX2013, complete genome",Severe acute respiratory syndrome-related coronavirus,89399
KU182964,0.706214689265537,Bat coronavirus,Unknown,Betacoronavirus,28761,"Xu,L., Zhang,F., Yang,W., Jiang,T., Lu,G., He,B., Li,X., Hu,T., Chen,G., Feng,Y., Zhang,Y., Fan,Q., Feng,J., Zhang,H., Tu,C.",26847648,China,Rhinolophus ferrumequinum,abdominal cavity,2013-08,"Bat coronavirus isolate JTMC15, complete genome",Bat coronavirus,59479
AY613948,0.706214689265537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29730,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus PC4-13, complete genome",SARS,71117
AY613949,0.706214689265537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29730,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus PC4-136, complete genome",SARS,71117
AY613950,0.706214689265537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29728,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus PC4-227, complete genome",SARS,71117
AY515512,0.706214689265537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29731,"Yi,G.","",China,Paguma larvata,unknown,"","SARS coronavirus HC/SZ/61/03, complete genome",SARS,9675
MK211374,0.700564971751413,Coronavirus BtRl-BetaCoV/SC2018,Betacoronavirus,Betacoronavirus,29648,"Han,Y., Wu,Z.","",China,Rhinolophus,unknown,2016-08,"Coronavirus BtRl-BetaCoV/SC2018, complete genome",Coronavirus BtRl-BetaCoV/SC2018,
AY568539,0.700564971751413,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29730,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,"China: December 22, 2003",Homo sapiens,oronasopharynx,"","SARS coronavirus GZ0401, complete genome",SARS,9606
DQ640652,0.694915254237288,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29746,"Cai,J.-P., Hei,A.-L., Hu,J.-H., Wang,S.-K., Zhang,C.-B., Dai,D.-P., Shen,Z.-Y., Guo,J., Li,M., Wu,Y.-S., Cheng,G., He,Y.-S., Hou,M.","",China,Homo sapiens,lung,"","SARS coronavirus GDH-BJH01, complete genome",SARS,9606
FJ959407,0.68361581920904,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29694,"Wang,H., Kan,B., Xu,J.","",China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus isolate A001, complete genome",SARS,71117
KY352407,0.661016949152542,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29274,"Tao,Y., Tong,S., Chommanard,C., Kuzmin,I.",31296683,Kenya,Rhinolophus sp.,feces,2007-08,"Severe acute respiratory syndrome-related coronavirus strain BtKY72, complete genome",SARS-like,
NC_014470,0.632768361581921,Bat coronavirus BM48-31/BGR/2008,Unknown,Betacoronavirus,29276,"Drexler,J.F., Gloza-Rausch,F., Glende,J., Corman,V.M., Muth,D., Goettsche,M., Seebens,A., Niedrig,M., Pfefferle,S., Yordanov,S., Zhelyazkov,L., Hermanns,U., Vallo,P., Lukashev,A., Muller,M.A., Deng,H., Herrler,G., Drosten,C.",20686038,Bulgaria,Rhinolophus blasii,unknown,2008,"Bat coronavirus BM48-31/BGR/2008, complete genome",Bat coronavirus BM48-31/BGR/2008,519037
KF636752,0.265536723163842,Bat Hp-betacoronavirus Zhejiang2013,Betacoronavirus,Betacoronavirus,31491,"Wu,Z., Yang,L., Ren,X., Zhang,J., Yang,F., Zhang,S., Jin,Q., He,G., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J.","26433221, 26262818",China,Hipposideros pratti,unknown,4/29/2013,"Bat Hp-betacoronavirus/Zhejiang2013, complete genome",Bat Hp-betacoronavirus Zhejiang2013,188569
MK492263,0.242937853107345,Bat coronavirus,Unknown,Betacoronavirus,29585,"Lim,X.F., Lee,C.B., Pascoe,S.M., How,C.B., Chan,S., Tan,J.H., Yang,X., Zhou,P., Shi,Z., Sessions,O.M., Wang,L.-F., Ng,L.C., Anderson,D.E., Yap,G.","",Singapore,Cynopterus brachyotis,unknown,2015,"Bat coronavirus strain BtCoV92, complete genome",Bat coronavirus,58060
KU762338,0.23728813559322,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Betacoronavirus,30161,"Huang,C., Liu,J., Xu,W., Jin,T., Shi,Y., Ji,W., Jia,H., Zhou,Y., Wen,H., Zhao,H., Liu,H., Li,H., Wang,Q., Wu,Y., Wang,L., Liu,D., Liu,G., Yu,H., Holmes,E., Lu,L., Gao,G.F.","",China,Rousettus leschenaultii,feces,5/28/2014,"Rousettus bat coronavirus isolate GCCDC1 356, complete genome",Rousettus bat coronavirus GCCDC1,9408
MK211379,0.231638418079096,Coronavirus BtRt-BetaCoV/GX2018,Betacoronavirus,Betacoronavirus,29752,"Han,Y., Wu,Z.","",China,Rhinolophus affinis,unknown,2016-09,"Coronavirus BtRt-BetaCoV/GX2018, complete genome",Bat Coronavirus BtRt-BetaCoV,59477
HM211101,0.220338983050847,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29122,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,4/10/2006,"Bat coronavirus HKU9-10-2, complete genome",Rousettus bat coronavirus HKU9,9408
HM211099,0.214689265536723,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29112,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,12/11/2005,"Bat coronavirus HKU9-5-2, complete genome",Rousettus bat coronavirus HKU9,9408
EF065516,0.214689265536723,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29155,"Woo,P.C., Wang,M., Lau,S.K., Xu,H., Poon,R.W., Guo,R., Wong,B.H., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S., Lam,C.S., Chan,K.H., Zheng,B.J., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Li,K.S.M.",17121802,China: Guangdong province,Rousettus leschenaultii,unknown,"","Bat coronavirus HKU9-4, complete genome",Rousettus bat coronavirus HKU9,9408
MH043953,0.209039548022599,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31032,"Byukusenge,M., Nissly,R.H., Kasibhatla,S.M., Li,L., Russell,R., Springer,H., Barry,R., Van Saun,R., Wolfgang,D., Hovingh,E., Kulkarni-Kale,U., Kuchipudi,S.V.","",USA: Pennsylvania,Bos taurus,feces,2017-04,"Bovine coronavirus isolate 4-17-25, complete genome",Betacoronavirus 1,9913
MG762674,0.209039548022599,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29134,"Luo,Y., Li,B., Jiang,R.D., Hu,B.J., Luo,D.S., Zhu,G.J., Hu,B., Liu,H.Z., Zhang,Y.Z., Yang,X.L., Shi,Z.L.",29500692,China,Rousettus sp.,unknown,11/1/2009,"Rousettus bat coronavirus HKU9 isolate Rousettus spp/Jinghong/2009, complete genome",Rousettus bat coronavirus HKU9,
KX442565,0.209039548022599,Hypsugo bat coronavirus HKU25,Unknown,Betacoronavirus,30497,"Lau,S.K.P., Zhang,L., Luk,H.K.H., Xiong,L., Peng,X., Li,K.S.M., He,X., Zhao,P.S.-H., Fan,R.Y.Y., Wong,A.C.P., Ahmed,S.S., Cai,J.-P., Chan,J.F.W., Sun,Y., Jin,D., Chen,H., Lau,T.C.K., Kok,R.K.H., Li,W., Yuen,K.-Y., Woo,P.C.Y.","",China,Hypsugo pulveratus,feces,5/8/2014,"Hypsugo bat coronavirus HKU25 isolate NL140462, complete genome",Hypsugo bat coronavirus HKU25,867834
KF268339,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31283,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Mclellan,M., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Siddell,S.G., Zhao,L., Elliott,R., Wentworth,D.E., Weiss,S.R.","",USA: Philadelphia,Mus musculus,unknown,10/25/2012,"Murine coronavirus strain MHV/BHKR_lab/USA/icA59_ns2M/2012, complete genome",Murine coronavirus,10090
KF268338,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31294,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Mclellan,M., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Siddell,S.G., Zhao,L., Elliott,R., Wentworth,D.E., Weiss,S.R.","",USA: Philadelphia,Mus musculus,unknown,10/25/2012,"Murine coronavirus strain MHV/BHKR_lab/USA/icA59_L94P/2012, complete genome",Murine coronavirus,10090
KF268336,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31294,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Mclellan,M., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Siddell,S.G., Zhao,L., Elliott,R., Wentworth,D.E., Weiss,S.R.","",USA: Philadelphia,Mus musculus,unknown,10/25/2012,"Murine coronavirus strain MHV/BHKR_lab/USA/infA59_H126A/2012, complete genome",Murine coronavirus,10090
KF268337,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31294,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Mclellan,M., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Siddell,S.G., Zhao,L., Elliott,R., Wentworth,D.E., Weiss,S.R.","",USA: Philadelphia,Mus musculus,unknown,10/25/2012,"Murine coronavirus strain MHV/BHKR_lab/USA/icA59_17Cl1/2012, complete genome",Murine coronavirus,10090
FJ647222,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31283,"Navas,S., Weiss,S.R., Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Weiss,S.",12663803,USA: Pennsylvania,Mus musculus,unknown,"","Murine coronavirus SA59/RJHM, complete genome",Murine coronavirus,10090
FJ647225,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31293,"Coley,S.E., Lavi,E., Sawicki,S.G., Fu,L., Schelle,B., Karl,N., Siddell,S.G., Thiel,V., Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Weiss,S.",15709029,USA: Pennsylvania,Mus musculus,unknown,"","Murine coronavirus inf-MHV-A59, complete genome",Murine coronavirus,10090
FJ647227,0.209039548022599,Murine coronavirus,Betacoronavirus,Betacoronavirus,31250,"Navas-Martin,S., Brom,M., Chua,M.M., Watson,R., Qiu,Z., Weiss,S.R., Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Weiss,S.",17079303,USA: Pennsylvania,Mus musculus,unknown,"","Murine coronavirus repJHM/RA59, complete genome",Murine coronavirus,10090
EF065514,0.209039548022599,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29107,"Woo,P.C., Wang,M., Lau,S.K., Xu,H., Poon,R.W., Guo,R., Wong,B.H., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S., Lam,C.S., Chan,K.H., Zheng,B.J., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Li,K.S.M.",17121802,China: Guangdong province,Rousettus leschenaultii,unknown,"","Bat coronavirus HKU9-2, complete genome",Rousettus bat coronavirus HKU9,9408
KY014281,0.203389830508475,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30602,"Kin,N., Leperchois,M., Diancourt,L., Caro,V., Ar Gouilh,M., Vabret,A.","",France,Homo sapiens,unknown,2002,"Human coronavirus OC43 isolate 2002-04, complete genome",Human coronavirus OC43,9606
MF618252,0.203389830508475,Murine coronavirus,Betacoronavirus,Betacoronavirus,29947,"Graepel,K.W., Lu,X., Case,J.B., Sexton,N.R., Smith,E.C., Denison,M.R.","",USA,Mus musculus,unknown,1/16/2014,"Murine hepatitis virus strain A59 isolate WT-MHV P250, complete genome",Murine coronavirus,10090
KU558923,0.203389830508475,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30985,"Lau,S.K., Tsang,A.K., Shakeel Ahmed,S., Mahbub Alam,M., Ahmed,Z., Wong,P.C., Yuen,K.Y., Woo,P.C., Lau,S.K.P., Tsang,A.K.L., Ahmed,S.S., Wong,P.-C., Yuen,K.-Y., Woo,P.C.Y.",27274850,Bangladesh,Bubalus bubalis,unknown,10/1/2014,"Betacoronavirus 1 isolate Buffalo coronavirus B1-28F, complete genome",Betacoronavirus 1,89462
